r,k,s,t,c
0.0243,3.05,2.923,0.460273973,0.0926
0.0243,3.05,3.033,0.460273973,0.1683
0.0243,3.1,2.413,0.460273973,0.2843
0.0243,3.1,2.677,0.460273973,0.0857
0.0243,3.1,2.73,0.460273973,0.0659
0.0243,3.1,2.889,0.460273973,0.1043
0.0243,3.1,2.917,0.460273973,0.195
0.0243,3.1,3.033,0.460273973,0.1443
0.0243,3.1,3.447,0.460273973,0.4717
0.0243,3.1,3.765,0.460273973,0.7081
0.0243,3.142,2.889,0.460273973,0.0889
0.0243,3.149,2.865,0.460273973,0.0934
0.0243,3.149,2.923,0.460273973,0.0634
0.0243,3.149,3.033,0.460273973,0.1244
0.0243,3.2,2.413,0.460273973,0.2564
0.0243,3.2,2.677,0.460273973,0.0674
0.0243,3.2,2.73,0.460273973,0.049
0.0243,3.2,2.889,0.460273973,0.0714
0.0243,3.2,2.917,0.460273973,0.1528
0.0243,3.2,3.033,0.460273973,0.1061
0.0243,3.2,3.447,0.460273973,0.4058
0.0243,3.2,3.765,0.460273973,0.6232
0.0243,3.24,2.889,0.460273973,0.0616
0.0243,3.247,2.865,0.460273973,0.0712
0.0243,3.247,2.923,0.460273973,0.0422
0.0243,3.247,3.033,0.460273973,0.0888
0.0243,3.3,2.413,0.460273973,0.2378
0.0243,3.3,2.677,0.460273973,0.0532
0.0243,3.3,2.73,0.460273973,0.0369
0.0243,3.3,2.889,0.460273973,0.0488
0.0243,3.3,2.917,0.460273973,0.1293
0.0243,3.3,3.033,0.460273973,0.0815
0.0243,3.3,3.447,0.460273973,0.3419
0.0243,3.3,3.765,0.460273973,0.5462
0.0243,3.345,2.865,0.460273973,0.052
0.0243,3.345,2.923,0.460273973,0.0285
0.0243,3.345,3.033,0.460273973,0.07
0.0243,3.4,2.413,0.460273973,0.2231
0.0243,3.4,2.677,0.460273973,0.0425
0.0243,3.4,2.73,0.460273973,0.0279
0.0243,3.4,3.033,0.460273973,0.055
0.0243,3.4,3.447,0.460273973,0.2913
0.0243,3.4,3.765,0.460273973,0.4716
0.0243,3.444,3.033,0.460273973,0.0481
0.0243,3.5,2.413,0.460273973,0.1831
0.0243,3.5,2.677,0.460273973,0.0346
0.0243,3.5,3.033,0.460273973,0.0418
0.0243,3.5,3.447,0.460273973,0.2436
0.0243,3.5,3.765,0.460273973,0.4044
0.0243,3.6,2.413,0.460273973,0.1831
0.0243,3.6,2.677,0.460273973,0.0293
0.0243,3.6,3.447,0.460273973,0.2096
0.0243,3.6,3.765,0.460273973,0.3421
0.0243,3.6,4.114,0.460273973,0.6209
0.0243,3.7,3.447,0.460273973,0.1782
0.0243,3.7,3.765,0.460273973,0.2853
0.0243,3.7,4.114,0.460273973,0.5369
0.0243,3.8,3.447,0.460273973,0.1525
0.0243,3.8,3.765,0.460273973,0.2373
0.0243,3.8,4.114,0.460273973,0.4586
0.0243,3.9,3.447,0.460273973,0.1298
0.0243,3.9,3.765,0.460273973,0.1951
0.0243,3.9,4.114,0.460273973,0.3871
0.0243,3.9,4.798,0.460273973,0.9527
0.0243,4,3.765,0.460273973,0.1642
0.0243,4,4.114,0.460273973,0.3232
0.0243,4,4.798,0.460273973,0.8668
0.0243,4.1,3.765,0.460273973,0.1499
0.0243,4.1,4.114,0.460273973,0.2672
0.0243,4.1,4.798,0.460273973,0.7831
0.0243,4.2,3.765,0.460273973,0.106
0.0243,4.2,4.114,0.460273973,0.2211
0.0243,4.2,4.798,0.460273973,0.708
0.0243,4.3,3.765,0.460273973,0.0874
0.0243,4.3,4.114,0.460273973,0.1777
0.0243,4.3,4.798,0.460273973,0.6351
0.0243,4.4,3.765,0.460273973,0.0703
0.0243,4.4,4.114,0.460273973,0.1438
0.0243,4.4,4.798,0.460273973,0.5648
0.0243,4.5,3.765,0.460273973,0.0574
0.0243,4.5,4.114,0.460273973,0.1156
0.0243,4.5,4.798,0.460273973,0.5033
0.0243,4.6,3.765,0.460273973,0.0471
0.0243,4.6,4.114,0.460273973,0.0941
0.0243,4.6,4.798,0.460273973,0.4426
0.0243,4.7,4.798,0.460273973,0.3943
0.0243,4.8,4.798,0.460273973,0.351
0.0243,4.9,4.798,0.460273973,0.3079
0.0243,5,4.798,0.460273973,0.2745
0.0243,5.25,4.798,0.460273973,0.2064
0.0243,5.5,4.798,0.460273973,0.16
0.0243,1.8,1.985,0.463013699,0.342
0.0243,1.85,1.985,0.463013699,0.2983
0.0243,1.9,1.985,0.463013699,0.2627
0.0243,1.908,2.07,0.463013699,0.2853
0.0243,1.95,1.985,0.463013699,0.2305
0.0243,1.957,2.07,0.463013699,0.2365
0.0243,2,1.985,0.463013699,0.2
0.0243,2.006,2.07,0.463013699,0.2002
0.0243,2.05,1.985,0.463013699,0.174
0.0243,2.05,2.263,0.463013699,0.328
0.0243,2.055,2.07,0.463013699,0.1686
0.0243,2.1,1.985,0.463013699,0.1484
0.0243,2.1,2.263,0.463013699,0.289
0.0243,2.104,2.07,0.463013699,0.1403
0.0243,2.15,1.985,0.463013699,0.1291
0.0243,2.15,2.119,0.463013699,0.2312
0.0243,2.15,2.263,0.463013699,0.2522
0.0243,2.153,2.07,0.463013699,0.1146
0.0243,2.153,2.191,0.463013699,0.1971
0.0243,2.156,2.405,0.463013699,0.3532
0.0243,2.156,2.456,0.463013699,0.4156
0.0243,2.16,2.467,0.463013699,0.4145
0.0243,2.2,1.985,0.463013699,0.1088
0.0243,2.2,2.119,0.463013699,0.209
0.0243,2.2,2.191,0.463013699,0.1651
0.0243,2.2,2.263,0.463013699,0.2184
0.0243,2.2,2.634,0.463013699,0.6823
0.0243,2.2,2.902,0.463013699,0.8131
0.0243,2.202,2.07,0.463013699,0.0926
0.0243,2.202,2.191,0.463013699,0.1643
0.0243,2.205,2.263,0.463013699,0.215
0.0243,2.205,2.405,0.463013699,0.3133
0.0243,2.205,2.456,0.463013699,0.3726
0.0243,2.209,2.467,0.463013699,0.368
0.0243,2.25,1.985,0.463013699,0.0924
0.0243,2.25,2.07,0.463013699,0.0731
0.0243,2.25,2.119,0.463013699,0.1883
0.0243,2.25,2.191,0.463013699,0.1361
0.0243,2.25,2.252,0.463013699,0.1475
0.0243,2.25,2.263,0.463013699,0.1862
0.0243,2.25,2.634,0.463013699,0.6266
0.0243,2.25,2.902,0.463013699,0.7667
0.0243,2.254,2.263,0.463013699,0.1846
0.0243,2.254,2.405,0.463013699,0.2753
0.0243,2.254,2.456,0.463013699,0.3359
0.0243,2.258,2.467,0.463013699,0.3228
0.0243,2.299,2.191,0.463013699,0.1108
0.0243,2.3,1.985,0.463013699,0.077
0.0243,2.3,2.119,0.463013699,0.1675
0.0243,2.3,2.191,0.463013699,0.1105
0.0243,2.3,2.252,0.463013699,0.1139
0.0243,2.3,2.263,0.463013699,0.1588
0.0243,2.3,2.634,0.463013699,0.6049
0.0243,2.3,2.902,0.463013699,0.7215
0.0243,2.303,2.263,0.463013699,0.1573
0.0243,2.303,2.405,0.463013699,0.242
0.0243,2.303,2.456,0.463013699,0.2986
0.0243,2.307,2.467,0.463013699,0.2791
0.0243,2.348,2.191,0.463013699,0.0901
0.0243,2.35,2.119,0.463013699,0.1523
0.0243,2.35,2.191,0.463013699,0.0886
0.0243,2.35,2.252,0.463013699,0.087
0.0243,2.35,2.263,0.463013699,0.1343
0.0243,2.35,2.634,0.463013699,0.5558
0.0243,2.35,2.743,0.463013699,0.4523
0.0243,2.35,2.902,0.463013699,0.6771
0.0243,2.352,2.263,0.463013699,0.1327
0.0243,2.352,2.405,0.463013699,0.2112
0.0243,2.352,2.456,0.463013699,0.2657
0.0243,2.356,2.467,0.463013699,0.2385
0.0243,2.397,2.191,0.463013699,0.0723
0.0243,2.4,2.119,0.463013699,0.1368
0.0243,2.4,2.191,0.463013699,0.0711
0.0243,2.4,2.252,0.463013699,0.0655
0.0243,2.4,2.263,0.463013699,0.1112
0.0243,2.4,2.634,0.463013699,0.5287
0.0243,2.4,2.743,0.463013699,0.4123
0.0243,2.4,2.902,0.463013699,0.6337
0.0243,2.401,2.263,0.463013699,0.1109
0.0243,2.401,2.405,0.463013699,0.1815
0.0243,2.401,2.456,0.463013699,0.2324
0.0243,2.405,2.467,0.463013699,0.2009
0.0243,2.446,2.191,0.463013699,0.0571
0.0243,2.45,2.119,0.463013699,0.1223
0.0243,2.45,2.191,0.463013699,0.0555
0.0243,2.45,2.252,0.463013699,0.0471
0.0243,2.45,2.263,0.463013699,0.0925
0.0243,2.45,2.405,0.463013699,0.155
0.0243,2.45,2.456,0.463013699,0.202
0.0243,2.45,2.634,0.463013699,0.4994
0.0243,2.45,2.743,0.463013699,0.3747
0.0243,2.45,2.902,0.463013699,0.5909
0.0243,2.455,2.467,0.463013699,0.1674
0.0243,2.455,2.601,0.463013699,0.3305
0.0243,2.46,2.867,0.463013699,0.4739
0.0243,2.495,2.191,0.463013699,0.045
0.0243,2.5,2.119,0.463013699,0.1089
0.0243,2.5,2.191,0.463013699,0.0442
0.0243,2.5,2.252,0.463013699,0.0326
0.0243,2.5,2.263,0.463013699,0.0756
0.0243,2.5,2.405,0.463013699,0.1317
0.0243,2.5,2.456,0.463013699,0.1734
0.0243,2.5,2.586,0.463013699,0.5696
0.0243,2.5,2.634,0.463013699,0.4582
0.0243,2.5,2.677,0.463013699,0.3619
0.0243,2.5,2.743,0.463013699,0.3385
0.0243,2.5,2.902,0.463013699,0.5495
0.0243,2.504,2.467,0.463013699,0.1387
0.0243,2.504,2.601,0.463013699,0.2871
0.0243,2.509,2.867,0.463013699,0.433
0.0243,2.549,2.263,0.463013699,0.0612
0.0243,2.549,2.405,0.463013699,0.1108
0.0243,2.549,2.456,0.463013699,0.1488
0.0243,2.55,2.119,0.463013699,0.0983
0.0243,2.55,2.191,0.463013699,0.033
0.0243,2.55,2.263,0.463013699,0.0612
0.0243,2.55,2.586,0.463013699,0.5395
0.0243,2.55,2.634,0.463013699,0.4351
0.0243,2.55,2.677,0.463013699,0.3255
0.0243,2.55,2.743,0.463013699,0.3044
0.0243,2.55,2.902,0.463013699,0.5102
0.0243,2.55,3.402,0.463013699,0.9066
0.0243,2.553,2.467,0.463013699,0.1125
0.0243,2.553,2.601,0.463013699,0.2451
0.0243,2.558,2.867,0.463013699,0.3934
0.0243,2.558,2.921,0.463013699,0.402
0.0243,2.598,2.263,0.463013699,0.0499
0.0243,2.598,2.405,0.463013699,0.0928
0.0243,2.598,2.456,0.463013699,0.1268
0.0243,2.6,2.119,0.463013699,0.0876
0.0243,2.6,2.263,0.463013699,0.0491
0.0243,2.6,2.586,0.463013699,0.5165
0.0243,2.6,2.634,0.463013699,0.3886
0.0243,2.6,2.677,0.463013699,0.2928
0.0243,2.6,2.743,0.463013699,0.2725
0.0243,2.6,2.902,0.463013699,0.4725
0.0243,2.6,3.402,0.463013699,0.8629
0.0243,2.602,2.467,0.463013699,0.0916
0.0243,2.602,2.601,0.463013699,0.2062
0.0243,2.607,2.867,0.463013699,0.3599
0.0243,2.607,2.921,0.463013699,0.3586
0.0243,2.647,2.263,0.463013699,0.0401
0.0243,2.647,2.405,0.463013699,0.0778
0.0243,2.647,2.456,0.463013699,0.1062
0.0243,2.65,2.119,0.463013699,0.0781
0.0243,2.65,2.263,0.463013699,0.0368
0.0243,2.65,2.586,0.463013699,0.505
0.0243,2.65,2.634,0.463013699,0.3679
0.0243,2.65,2.677,0.463013699,0.2608
0.0243,2.65,2.743,0.463013699,0.2419
0.0243,2.65,2.866,0.463013699,0.391
0.0243,2.65,2.902,0.463013699,0.4361
0.0243,2.65,3.402,0.463013699,0.8115
0.0243,2.651,2.467,0.463013699,0.073
0.0243,2.651,2.601,0.463013699,0.1713
0.0243,2.651,2.866,0.463013699,0.3909
0.0243,2.657,2.867,0.463013699,0.3212
0.0243,2.657,2.921,0.463013699,0.3187
0.0243,2.696,2.263,0.463013699,0.0319
0.0243,2.696,2.405,0.463013699,0.0639
0.0243,2.696,2.456,0.463013699,0.0883
0.0243,2.7,2.263,0.463013699,0.0301
0.0243,2.7,2.586,0.463013699,0.505
0.0243,2.7,2.601,0.463013699,0.1413
0.0243,2.7,2.634,0.463013699,0.3405
0.0243,2.7,2.677,0.463013699,0.2313
0.0243,2.7,2.743,0.463013699,0.2149
0.0243,2.7,2.866,0.463013699,0.3483
0.0243,2.7,2.902,0.463013699,0.4018
0.0243,2.7,3.062,0.463013699,0.4389
0.0243,2.7,3.402,0.463013699,0.7747
0.0243,2.706,2.867,0.463013699,0.2881
0.0243,2.706,2.921,0.463013699,0.2814
0.0243,2.706,3.062,0.463013699,0.4309
0.0243,2.745,2.263,0.463013699,0.0252
0.0243,2.745,2.405,0.463013699,0.0526
0.0243,2.745,2.456,0.463013699,0.0729
0.0243,2.749,2.601,0.463013699,0.1141
0.0243,2.749,2.866,0.463013699,0.3068
0.0243,2.75,2.586,0.463013699,0.505
0.0243,2.75,2.634,0.463013699,0.3085
0.0243,2.75,2.677,0.463013699,0.2045
0.0243,2.75,2.743,0.463013699,0.1893
0.0243,2.75,2.866,0.463013699,0.3068
0.0243,2.75,2.902,0.463013699,0.3686
0.0243,2.75,3.062,0.463013699,0.395
0.0243,2.75,3.402,0.463013699,0.7266
0.0243,2.755,2.867,0.463013699,0.2575
0.0243,2.755,2.921,0.463013699,0.2467
0.0243,2.755,3.062,0.463013699,0.3889
0.0243,2.794,2.405,0.463013699,0.0437
0.0243,2.794,2.456,0.463013699,0.0605
0.0243,2.798,2.601,0.463013699,0.0924
0.0243,2.798,2.866,0.463013699,0.2705
0.0243,2.8,2.586,0.463013699,0.4238
0.0243,2.8,2.634,0.463013699,0.2745
0.0243,2.8,2.677,0.463013699,0.1821
0.0243,2.8,2.743,0.463013699,0.1666
0.0243,2.8,2.866,0.463013699,0.2705
0.0243,2.8,2.902,0.463013699,0.3358
0.0243,2.8,3.062,0.463013699,0.352
0.0243,2.8,3.402,0.463013699,0.6797
0.0243,2.804,2.867,0.463013699,0.2289
0.0243,2.804,2.921,0.463013699,0.2147
0.0243,2.804,3.062,0.463013699,0.3486
0.0243,2.843,2.405,0.463013699,0.0362
0.0243,2.847,2.601,0.463013699,0.0744
0.0243,2.847,2.866,0.463013699,0.234
0.0243,2.85,2.586,0.463013699,0.4065
0.0243,2.85,2.634,0.463013699,0.266
0.0243,2.85,2.677,0.463013699,0.1584
0.0243,2.85,2.743,0.463013699,0.1469
0.0243,2.85,2.866,0.463013699,0.2314
0.0243,2.85,2.902,0.463013699,0.3077
0.0243,2.85,3.062,0.463013699,0.3129
0.0243,2.85,3.402,0.463013699,0.643
0.0243,2.853,2.867,0.463013699,0.2033
0.0243,2.853,2.921,0.463013699,0.1853
0.0243,2.853,3.062,0.463013699,0.3113
0.0243,2.892,2.405,0.463013699,0.0296
0.0243,2.896,2.866,0.463013699,0.2002
0.0243,2.9,2.586,0.463013699,0.3976
0.0243,2.9,2.677,0.463013699,0.14
0.0243,2.9,2.743,0.463013699,0.1285
0.0243,2.9,2.866,0.463013699,0.2
0.0243,2.9,2.902,0.463013699,0.2764
0.0243,2.9,3.062,0.463013699,0.2763
0.0243,2.9,3.402,0.463013699,0.5991
0.0243,2.903,2.867,0.463013699,0.1806
0.0243,2.903,2.921,0.463013699,0.158
0.0243,2.903,3.062,0.463013699,0.2744
0.0243,2.946,2.866,0.463013699,0.1699
0.0243,2.95,2.586,0.463013699,0.3893
0.0243,2.95,2.677,0.463013699,0.1209
0.0243,2.95,2.743,0.463013699,0.1122
0.0243,2.95,2.866,0.463013699,0.1679
0.0243,2.95,2.902,0.463013699,0.2543
0.0243,2.95,3.062,0.463013699,0.2428
0.0243,2.95,3.402,0.463013699,0.5545
0.0243,2.952,2.867,0.463013699,0.1582
0.0243,2.952,2.921,0.463013699,0.1352
0.0243,2.952,3.062,0.463013699,0.2415
0.0243,3,2.586,0.463013699,0.3757
0.0243,3,2.677,0.463013699,0.106
0.0243,3,2.743,0.463013699,0.0992
0.0243,3,2.866,0.463013699,0.1397
0.0243,3,2.902,0.463013699,0.2306
0.0243,3,3.062,0.463013699,0.2135
0.0243,3,3.402,0.463013699,0.5214
0.0243,3.044,2.866,0.463013699,0.1209
0.0243,3.05,2.867,0.463013699,0.1218
0.0243,3.05,2.921,0.463013699,0.0965
0.0243,3.05,3.062,0.463013699,0.1855
0.0243,3.1,2.586,0.463013699,0.3452
0.0243,3.1,2.677,0.463013699,0.0821
0.0243,3.1,2.743,0.463013699,0.0762
0.0243,3.1,2.866,0.463013699,0.0977
0.0243,3.1,2.902,0.463013699,0.1888
0.0243,3.1,3.062,0.463013699,0.1598
0.0243,3.1,3.402,0.463013699,0.4431
0.0243,3.1,3.78,0.463013699,0.7227
0.0243,3.142,2.866,0.463013699,0.0842
0.0243,3.149,2.867,0.463013699,0.0928
0.0243,3.149,2.921,0.463013699,0.0675
0.0243,3.149,3.062,0.463013699,0.1385
0.0243,3.2,2.586,0.463013699,0.3331
0.0243,3.2,2.677,0.463013699,0.0633
0.0243,3.2,2.743,0.463013699,0.056
0.0243,3.2,2.866,0.463013699,0.0676
0.0243,3.2,2.902,0.463013699,0.1518
0.0243,3.2,3.062,0.463013699,0.1183
0.0243,3.2,3.402,0.463013699,0.3715
0.0243,3.2,3.78,0.463013699,0.6426
0.0243,3.24,2.866,0.463013699,0.0578
0.0243,3.247,2.867,0.463013699,0.0702
0.0243,3.247,2.921,0.463013699,0.0453
0.0243,3.247,3.062,0.463013699,0.0985
0.0243,3.3,2.586,0.463013699,0.3125
0.0243,3.3,2.677,0.463013699,0.0502
0.0243,3.3,2.743,0.463013699,0.0431
0.0243,3.3,2.866,0.463013699,0.0457
0.0243,3.3,2.902,0.463013699,0.1241
0.0243,3.3,3.062,0.463013699,0.0874
0.0243,3.3,3.402,0.463013699,0.3142
0.0243,3.3,3.78,0.463013699,0.563
0.0243,3.345,2.867,0.463013699,0.054
0.0243,3.345,2.921,0.463013699,0.031
0.0243,3.345,3.062,0.463013699,0.078
0.0243,3.4,2.586,0.463013699,0.2953
0.0243,3.4,2.677,0.463013699,0.0417
0.0243,3.4,2.743,0.463013699,0.0321
0.0243,3.4,3.062,0.463013699,0.0638
0.0243,3.4,3.402,0.463013699,0.2601
0.0243,3.4,3.78,0.463013699,0.4912
0.0243,3.4,4.736,0.463013699,1.375
0.0243,3.444,3.062,0.463013699,0.0566
0.0243,3.5,2.586,0.463013699,0.2811
0.0243,3.5,2.677,0.463013699,0.0321
0.0243,3.5,3.062,0.463013699,0.0475
0.0243,3.5,3.402,0.463013699,0.2171
0.0243,3.5,3.78,0.463013699,0.422
0.0243,3.5,4.736,0.463013699,1.2853
0.0243,3.6,2.586,0.463013699,0.2673
0.0243,3.6,2.677,0.463013699,0.0267
0.0243,3.6,3.402,0.463013699,0.1834
0.0243,3.6,3.78,0.463013699,0.3594
0.0243,3.6,4.155,0.463013699,0.6593
0.0243,3.6,4.736,0.463013699,1.1875
0.0243,3.7,3.402,0.463013699,0.1535
0.0243,3.7,3.78,0.463013699,0.3031
0.0243,3.7,4.155,0.463013699,0.5724
0.0243,3.7,4.736,0.463013699,1.0946
0.0243,3.8,3.402,0.463013699,0.13
0.0243,3.8,3.78,0.463013699,0.2543
0.0243,3.8,4.155,0.463013699,0.4915
0.0243,3.8,4.736,0.463013699,1.0049
0.0243,3.9,3.402,0.463013699,0.1107
0.0243,3.9,3.78,0.463013699,0.2119
0.0243,3.9,4.155,0.463013699,0.417
0.0243,3.9,4.736,0.463013699,0.9219
0.0243,4,3.78,0.463013699,0.175
0.0243,4,4.155,0.463013699,0.3495
0.0243,4,4.736,0.463013699,0.8269
0.0243,4.1,3.78,0.463013699,0.1478
0.0243,4.1,4.155,0.463013699,0.29
0.0243,4.1,4.736,0.463013699,0.7505
0.0243,4.2,3.78,0.463013699,0.1183
0.0243,4.2,4.155,0.463013699,0.2392
0.0243,4.2,4.736,0.463013699,0.6684
0.0243,4.3,3.78,0.463013699,0.0967
0.0243,4.3,4.155,0.463013699,0.1946
0.0243,4.3,4.736,0.463013699,0.5997
0.0243,4.4,3.78,0.463013699,0.0785
0.0243,4.4,4.155,0.463013699,0.1578
0.0243,4.4,4.736,0.463013699,0.5294
0.0243,4.5,3.78,0.463013699,0.064
0.0243,4.5,4.155,0.463013699,0.127
0.0243,4.5,4.736,0.463013699,0.4675
0.0243,4.6,3.78,0.463013699,0.0531
0.0243,4.6,4.736,0.463013699,0.4197
0.0243,4.7,4.736,0.463013699,0.3615
0.0243,4.8,4.736,0.463013699,0.318
0.0243,4.9,4.736,0.463013699,0.2788
0.0243,5,4.736,0.463013699,0.2448
0.0243,5.25,4.736,0.463013699,0.1788
0.0243,5.5,4.736,0.463013699,0.1333
0.0243,1.8,1.987,0.465753425,0.344
0.0243,1.85,1.987,0.465753425,0.304
0.0243,1.9,1.987,0.465753425,0.269
0.0243,1.908,2.028,0.465753425,0.238
0.0243,1.95,1.987,0.465753425,0.2369
0.0243,1.957,2.028,0.465753425,0.1977
0.0243,2,1.987,0.465753425,0.2075
0.0243,2.006,2.028,0.465753425,0.1655
0.0243,2.05,1.987,0.465753425,0.1784
0.0243,2.05,2.27,0.465753425,0.3343
0.0243,2.055,2.028,0.465753425,0.137
0.0243,2.1,1.987,0.465753425,0.1563
0.0243,2.1,2.27,0.465753425,0.2964
0.0243,2.104,2.028,0.465753425,0.1124
0.0243,2.15,1.987,0.465753425,0.1355
0.0243,2.15,2.111,0.465753425,0.2223
0.0243,2.15,2.27,0.465753425,0.2597
0.0243,2.153,2.028,0.465753425,0.0911
0.0243,2.153,2.197,0.465753425,0.2025
0.0243,2.156,2.408,0.465753425,0.351
0.0243,2.156,2.444,0.465753425,0.4061
0.0243,2.16,2.439,0.465753425,0.382
0.0243,2.2,1.987,0.465753425,0.1167
0.0243,2.2,2.111,0.465753425,0.1944
0.0243,2.2,2.197,0.465753425,0.1714
0.0243,2.2,2.27,0.465753425,0.2269
0.0243,2.2,2.896,0.465753425,0.8104
0.0243,2.202,2.028,0.465753425,0.0731
0.0243,2.202,2.197,0.465753425,0.1696
0.0243,2.205,2.27,0.465753425,0.2243
0.0243,2.205,2.408,0.465753425,0.314
0.0243,2.205,2.444,0.465753425,0.3661
0.0243,2.209,2.439,0.465753425,0.3359
0.0243,2.25,1.987,0.465753425,0.1001
0.0243,2.25,2.028,0.465753425,0.0571
0.0243,2.25,2.111,0.465753425,0.1769
0.0243,2.25,2.197,0.465753425,0.1419
0.0243,2.25,2.252,0.465753425,0.1499
0.0243,2.25,2.27,0.465753425,0.1947
0.0243,2.25,2.896,0.465753425,0.7655
0.0243,2.254,2.27,0.465753425,0.1922
0.0243,2.254,2.408,0.465753425,0.276
0.0243,2.254,2.444,0.465753425,0.328
0.0243,2.258,2.439,0.465753425,0.2906
0.0243,2.299,2.197,0.465753425,0.1168
0.0243,2.3,1.987,0.465753425,0.0849
0.0243,2.3,2.111,0.465753425,0.1597
0.0243,2.3,2.197,0.465753425,0.1157
0.0243,2.3,2.252,0.465753425,0.1163
0.0243,2.3,2.27,0.465753425,0.167
0.0243,2.3,2.896,0.465753425,0.7206
0.0243,2.303,2.27,0.465753425,0.1648
0.0243,2.303,2.408,0.465753425,0.241
0.0243,2.303,2.444,0.465753425,0.2898
0.0243,2.307,2.439,0.465753425,0.2468
0.0243,2.348,2.197,0.465753425,0.0952
0.0243,2.35,2.111,0.465753425,0.1554
0.0243,2.35,2.197,0.465753425,0.0943
0.0243,2.35,2.252,0.465753425,0.0904
0.0243,2.35,2.27,0.465753425,0.1414
0.0243,2.35,2.896,0.465753425,0.6766
0.0243,2.352,2.27,0.465753425,0.1408
0.0243,2.352,2.408,0.465753425,0.212
0.0243,2.352,2.444,0.465753425,0.258
0.0243,2.356,2.439,0.465753425,0.2075
0.0243,2.397,2.197,0.465753425,0.077
0.0243,2.4,2.111,0.465753425,0.1259
0.0243,2.4,2.197,0.465753425,0.076
0.0243,2.4,2.252,0.465753425,0.0682
0.0243,2.4,2.27,0.465753425,0.1184
0.0243,2.4,2.896,0.465753425,0.6334
0.0243,2.401,2.27,0.465753425,0.118
0.0243,2.401,2.408,0.465753425,0.184
0.0243,2.401,2.444,0.465753425,0.2279
0.0243,2.405,2.439,0.465753425,0.1718
0.0243,2.446,2.197,0.465753425,0.0618
0.0243,2.45,2.111,0.465753425,0.1172
0.0243,2.45,2.197,0.465753425,0.0604
0.0243,2.45,2.252,0.465753425,0.0492
0.0243,2.45,2.27,0.465753425,0.0992
0.0243,2.45,2.408,0.465753425,0.155
0.0243,2.45,2.444,0.465753425,0.1963
0.0243,2.45,2.896,0.465753425,0.5913
0.0243,2.455,2.439,0.465753425,0.1419
0.0243,2.455,2.605,0.465753425,0.3286
0.0243,2.46,2.877,0.465753425,0.4901
0.0243,2.495,2.197,0.465753425,0.0495
0.0243,2.5,2.111,0.465753425,0.1002
0.0243,2.5,2.197,0.465753425,0.0484
0.0243,2.5,2.252,0.465753425,0.0342
0.0243,2.5,2.27,0.465753425,0.0807
0.0243,2.5,2.408,0.465753425,0.134
0.0243,2.5,2.444,0.465753425,0.1703
0.0243,2.5,2.541,0.465753425,0.5654
0.0243,2.5,2.616,0.465753425,0.3167
0.0243,2.5,2.896,0.465753425,0.5505
0.0243,2.504,2.439,0.465753425,0.1145
0.0243,2.504,2.605,0.465753425,0.2847
0.0243,2.509,2.877,0.465753425,0.4485
0.0243,2.549,2.27,0.465753425,0.0676
0.0243,2.549,2.408,0.465753425,0.114
0.0243,2.549,2.444,0.465753425,0.1456
0.0243,2.55,2.111,0.465753425,0.1
0.0243,2.55,2.197,0.465753425,0.0383
0.0243,2.55,2.27,0.465753425,0.0673
0.0243,2.55,2.541,0.465753425,0.5521
0.0243,2.55,2.616,0.465753425,0.2833
0.0243,2.55,2.896,0.465753425,0.5108
0.0243,2.55,3.469,0.465753425,0.98
0.0243,2.553,2.439,0.465753425,0.093
0.0243,2.553,2.605,0.465753425,0.2418
0.0243,2.558,2.877,0.465753425,0.4083
0.0243,2.598,2.27,0.465753425,0.0553
0.0243,2.598,2.408,0.465753425,0.095
0.0243,2.598,2.444,0.465753425,0.1236
0.0243,2.6,2.111,0.465753425,0.0888
0.0243,2.6,2.27,0.465753425,0.0545
0.0243,2.6,2.541,0.465753425,0.496
0.0243,2.6,2.616,0.465753425,0.2536
0.0243,2.6,2.896,0.465753425,0.4749
0.0243,2.6,3.469,0.465753425,0.9338
0.0243,2.602,2.439,0.465753425,0.074
0.0243,2.602,2.605,0.465753425,0.205
0.0243,2.607,2.877,0.465753425,0.3731
0.0243,2.647,2.27,0.465753425,0.0449
0.0243,2.647,2.408,0.465753425,0.08
0.0243,2.647,2.444,0.465753425,0.1048
0.0243,2.65,2.111,0.465753425,0.0718
0.0243,2.65,2.27,0.465753425,0.044
0.0243,2.65,2.541,0.465753425,0.484
0.0243,2.65,2.616,0.465753425,0.2246
0.0243,2.65,2.841,0.465753425,0.3762
0.0243,2.65,2.896,0.465753425,0.4395
0.0243,2.65,3.469,0.465753425,0.8912
0.0243,2.651,2.605,0.465753425,0.1688
0.0243,2.651,2.841,0.465753425,0.376
0.0243,2.657,2.877,0.465753425,0.3366
0.0243,2.696,2.27,0.465753425,0.0359
0.0243,2.696,2.408,0.465753425,0.067
0.0243,2.696,2.444,0.465753425,0.0869
0.0243,2.7,2.27,0.465753425,0.0352
0.0243,2.7,2.541,0.465753425,0.4711
0.0243,2.7,2.605,0.465753425,0.1396
0.0243,2.7,2.616,0.465753425,0.1989
0.0243,2.7,2.841,0.465753425,0.3337
0.0243,2.7,2.896,0.465753425,0.4048
0.0243,2.7,3.05,0.465753425,0.4285
0.0243,2.7,3.469,0.465753425,0.8413
0.0243,2.706,2.877,0.465753425,0.3032
0.0243,2.706,3.05,0.465753425,0.4235
